"age","ID","clade"
"N1","HVAEP1-G000587","Metazoa"
"N1","HVAEP1-G001654","Metazoa"
"N1","HVAEP1-G010578","Metazoa"
"N1","HVAEP1-G020528","Metazoa"
"N1","HVAEP1-G020530","Metazoa"
"N1","HVAEP1-G016560","Metazoa"
"N1","HVAEP1-G002445","Metazoa"
"N1","HVAEP1-G001354","Metazoa"
"N1","HVAEP1-G028897","Metazoa"
"N1","HVAEP1-G018369","Metazoa"
"N1","HVAEP1-G020881","Metazoa"
"N1","HVAEP1-G025754","Metazoa"
"N1","HVAEP1-G025368","Metazoa"
"N1","HVAEP1-G022290","Metazoa"
"N1","HVAEP1-G003824","Metazoa"
"N1","HVAEP1-G006544","Metazoa"
"N1","HVAEP1-G005416","Metazoa"
"N1","HVAEP1-G020917","Metazoa"
"N1","HVAEP1-G021509","Metazoa"
"N1","HVAEP1-G011316","Metazoa"
"N1","HVAEP1-G016378","Metazoa"
"N1","HVAEP1-G005294","Metazoa"
"N1","HVAEP1-G019928","Metazoa"
"N1","HVAEP1-G004004","Metazoa"
"N1","HVAEP1-G007418","Metazoa"
"N1","HVAEP1-G007358","Metazoa"
"N1","HVAEP1-G007419","Metazoa"
"N1","HVAEP1-G028864","Metazoa"
"N1","HVAEP1-G028868","Metazoa"
"N1","HVAEP1-G012588","Metazoa"
"N1","HVAEP1-G023589","Metazoa"
"N1","HVAEP1-G009344","Metazoa"
"N1","HVAEP1-G011480","Metazoa"
"N1","HVAEP1-G014901","Metazoa"
"N1","HVAEP1-G001990","Metazoa"
"N1","HVAEP1-G026674","Metazoa"
"N1","HVAEP1-G028867","Metazoa"
"N1","HVAEP1-G013338","Metazoa"
"N1","HVAEP1-G015695","Metazoa"
"N1","HVAEP1-G001991","Metazoa"
"N1","HVAEP1-G028863","Metazoa"
"N1","HVAEP1-G026673","Metazoa"
"N1","HVAEP1-G019442","Metazoa"
"N1","HVAEP1-G020124","Metazoa"
"N1","HVAEP1-G023324","Metazoa"
"N1","HVAEP1-G015943","Metazoa"
"N1","HVAEP1-G005349","Metazoa"
"N1","HVAEP1-G009345","Metazoa"
"N1","HVAEP1-G013337","Metazoa"
"N1","HVAEP1-G023103","Metazoa"
"N1","HVAEP1-G012587","Metazoa"
"N1","HVAEP1-G012567","Metazoa"
"N1","HVAEP1-G003722","Metazoa"
"N1","HVAEP1-G006687","Metazoa"
"N1","HVAEP1-G006149","Metazoa"
"N1","HVAEP1-G006094","Metazoa"
"N1","HVAEP1-G001641","Metazoa"
"N1","HVAEP1-G018143","Metazoa"
"N1","HVAEP1-G020356","Metazoa"
"N1","HVAEP1-G022579","Metazoa"
"N1","HVAEP1-G006843","Metazoa"
"N1","HVAEP1-G003426","Metazoa"
"N1","HVAEP1-G003345","Metazoa"
"N1","HVAEP1-G028637","Metazoa"
"N1","HVAEP1-G026572","Metazoa"
"N1","HVAEP1-G016592","Metazoa"
"N1","HVAEP1-G004603","Metazoa"
"N1","HVAEP1-G002158","Metazoa"
"N1","HVAEP1-G011239","Metazoa"
"N1","HVAEP1-G019744","Metazoa"
"N1","HVAEP1-G027979","Metazoa"
"N1","HVAEP1-G014064","Metazoa"
"N1","HVAEP1-G016044","Metazoa"
"N1","HVAEP1-G019398","Metazoa"
"N1","HVAEP1-G014594","Metazoa"
"N1","HVAEP1-G021554","Metazoa"
"N1","HVAEP1-G022039","Metazoa"
"N1","HVAEP1-G004029","Metazoa"
"N1","HVAEP1-G026732","Metazoa"
"N1","HVAEP1-G018240","Metazoa"
"N1","HVAEP1-G011458","Metazoa"
"N1","HVAEP1-G023782","Metazoa"
"N1","HVAEP1-G006658","Metazoa"
"N1","HVAEP1-G001894","Metazoa"
"N1","HVAEP1-G001893","Metazoa"
"N1","HVAEP1-G005267","Metazoa"
"N1","HVAEP1-G016580","Metazoa"
"N1","HVAEP1-G011353","Metazoa"
"N1","HVAEP1-G012889","Metazoa"
"N1","HVAEP1-G015999","Metazoa"
"N1","HVAEP1-G018083","Metazoa"
"N1","HVAEP1-G001208","Metazoa"
"N1","HVAEP1-G005679","Metazoa"
"N1","HVAEP1-G012016","Metazoa"
"N1","HVAEP1-G007413","Metazoa"
"N1","HVAEP1-G014346","Metazoa"
"N1","HVAEP1-G016234","Metazoa"
"N1","HVAEP1-G005648","Metazoa"
"N1","HVAEP1-G021675","Metazoa"
"N1","HVAEP1-G011456","Metazoa"
"N1","HVAEP1-G011473","Metazoa"
"N1","HVAEP1-G007552","Metazoa"
"N1","HVAEP1-G007551","Metazoa"
"N1","HVAEP1-G020469","Metazoa"
"N1","HVAEP1-G019573","Metazoa"
"N1","HVAEP1-G023684","Metazoa"
"N1","HVAEP1-G008681","Metazoa"
"N1","HVAEP1-G008683","Metazoa"
"N1","HVAEP1-G024938","Metazoa"
"N1","HVAEP1-G028775","Metazoa"
"N1","HVAEP1-G023286","Metazoa"
"N1","HVAEP1-G012899","Metazoa"
"N1","HVAEP1-G012897","Metazoa"
"N1","HVAEP1-G017453","Metazoa"
"N1","HVAEP1-G014491","Metazoa"
"N1","HVAEP1-G006721","Metazoa"
"N1","HVAEP1-G027488","Metazoa"
"N1","HVAEP1-G012878","Metazoa"
"N1","HVAEP1-G022412","Metazoa"
"N1","HVAEP1-G018933","Metazoa"
"N1","HVAEP1-G002459","Metazoa"
"N1","HVAEP1-G016802","Metazoa"
"N1","HVAEP1-G010866","Metazoa"
"N1","HVAEP1-G026322","Metazoa"
"N1","HVAEP1-G008006","Metazoa"
"N1","HVAEP1-G025179","Metazoa"
"N1","HVAEP1-G021776","Metazoa"
"N1","HVAEP1-G011397","Metazoa"
"N1","HVAEP1-G019171","Metazoa"
"N1","HVAEP1-G022323","Metazoa"
"N1","HVAEP1-G019511","Metazoa"
"N1","HVAEP1-G006917","Metazoa"
"N1","HVAEP1-G028383","Metazoa"
"N1","HVAEP1-G014344","Metazoa"
"N1","HVAEP1-G014696","Metazoa"
"N1","HVAEP1-G008134","Metazoa"
"N1","HVAEP1-G008138","Metazoa"
"N1","HVAEP1-G008139","Metazoa"
"N1","HVAEP1-G008140","Metazoa"
"N1","HVAEP1-G008135","Metazoa"
"N1","HVAEP1-G008133","Metazoa"
"N1","HVAEP1-G027959","Metazoa"
"N1","HVAEP1-G011247","Metazoa"
"N1","HVAEP1-G023173","Metazoa"
"N1","HVAEP1-G020338","Metazoa"
"N1","HVAEP1-G007626","Metazoa"
"N1","HVAEP1-G003520","Metazoa"
"N1","HVAEP1-G003802","Metazoa"
"N1","HVAEP1-G026352","Metazoa"
"N1","HVAEP1-G014531","Metazoa"
"N1","HVAEP1-G025378","Metazoa"
"N1","HVAEP1-G017121","Metazoa"
"N1","HVAEP1-G017127","Metazoa"
"N1","HVAEP1-G004438","Metazoa"
"N1","HVAEP1-G004435","Metazoa"
"N1","HVAEP1-G008487","Metazoa"
"N1","HVAEP1-G018633","Metazoa"
"N1","HVAEP1-G027808","Metazoa"
"N1","HVAEP1-G012433","Metazoa"
"N1","HVAEP1-G004504","Metazoa"
"N1","HVAEP1-G012929","Metazoa"
"N1","HVAEP1-G020078","Metazoa"
"N1","HVAEP1-G005445","Metazoa"
"N1","HVAEP1-G022862","Metazoa"
"N1","HVAEP1-G023480","Metazoa"
"N1","HVAEP1-G018127","Metazoa"
"N1","HVAEP1-G027192","Metazoa"
"N1","HVAEP1-G022536","Metazoa"
"N1","HVAEP1-G005306","Metazoa"
"N1","HVAEP1-G004500","Metazoa"
"N1","HVAEP1-G004501","Metazoa"
"N1","HVAEP1-G010984","Metazoa"
"N1","HVAEP1-G010983","Metazoa"
"N1","HVAEP1-G014787","Metazoa"
"N1","HVAEP1-G003911","Metazoa"
"N1","HVAEP1-G016097","Metazoa"
"N1","HVAEP1-G022362","Metazoa"
"N1","HVAEP1-G025877","Metazoa"
"N1","HVAEP1-G020299","Metazoa"
"N1","HVAEP1-G028797","Metazoa"
"N1","HVAEP1-G004944","Metazoa"
"N1","HVAEP1-G011643","Metazoa"
"N1","HVAEP1-G025614","Metazoa"
"N1","HVAEP1-G028628","Metazoa"
"N1","HVAEP1-G004701","Metazoa"
"N1","HVAEP1-G012445","Metazoa"
"N1","HVAEP1-G011770","Metazoa"
"N1","HVAEP1-G007860","Metazoa"
"N1","HVAEP1-G020716","Metazoa"
"N1","HVAEP1-G016460","Metazoa"
"N1","HVAEP1-G017239","Metazoa"
"N1","HVAEP1-G016152","Metazoa"
"N1","HVAEP1-G013517","Metazoa"
"N1","HVAEP1-G006462","Metazoa"
"N1","HVAEP1-G027557","Metazoa"
"N1","HVAEP1-G025524","Metazoa"
"N1","HVAEP1-G003868","Metazoa"
"N1","HVAEP1-G003713","Metazoa"
"N1","HVAEP1-G004328","Metazoa"
"N1","HVAEP1-G019437","Metazoa"
"N1","HVAEP1-G023113","Metazoa"
"N1","HVAEP1-G009916","Metazoa"
"N1","HVAEP1-G024013","Metazoa"
"N1","HVAEP1-G012941","Metazoa"
"N1","HVAEP1-G027247","Metazoa"
"N1","HVAEP1-G012940","Metazoa"
"N1","HVAEP1-G027249","Metazoa"
"N1","HVAEP1-G027248","Metazoa"
"N1","HVAEP1-G002164","Metazoa"
"N1","HVAEP1-G023962","Metazoa"
"N1","HVAEP1-G000489","Metazoa"
"N1","HVAEP1-G001206","Metazoa"
"N1","HVAEP1-G005320","Metazoa"
"N1","HVAEP1-G021666","Metazoa"
"N1","HVAEP1-G011436","Metazoa"
"N1","HVAEP1-G011601","Metazoa"
"N1","HVAEP1-G005486","Metazoa"
"N1","HVAEP1-G026911","Metazoa"
"N1","HVAEP1-G012621","Metazoa"
"N1","HVAEP1-G012620","Metazoa"
"N1","HVAEP1-G028503","Metazoa"
"N1","HVAEP1-G028506","Metazoa"
"N1","HVAEP1-G005024","Metazoa"
"N1","HVAEP1-G015302","Metazoa"
"N1","HVAEP1-G020712","Metazoa"
"N1","HVAEP1-G026626","Metazoa"
"N1","HVAEP1-G019506","Metazoa"
"N1","HVAEP1-G022075","Metazoa"
"N1","HVAEP1-G015771","Metazoa"
"N1","HVAEP1-G001187","Metazoa"
"N1","HVAEP1-G020076","Metazoa"
"N1","HVAEP1-G020275","Metazoa"
"N1","HVAEP1-G017833","Metazoa"
"N1","HVAEP1-G013351","Metazoa"
"N1","HVAEP1-G023146","Metazoa"
"N1","HVAEP1-G011104","Metazoa"
"N1","HVAEP1-G009903","Metazoa"
"N1","HVAEP1-G009904","Metazoa"
"N1","HVAEP1-G014992","Metazoa"
"N1","HVAEP1-G025360","Metazoa"
"N1","HVAEP1-G019044","Metazoa"
"N1","HVAEP1-G020379","Metazoa"
"N1","HVAEP1-G011401","Metazoa"
"N1","HVAEP1-G001709","Metazoa"
"N1","HVAEP1-G001710","Metazoa"
"N1","HVAEP1-G016838","Metazoa"
"N1","HVAEP1-G022811","Metazoa"
"N1","HVAEP1-G017610","Metazoa"
"N1","HVAEP1-G013989","Metazoa"
"N1","HVAEP1-G028537","Metazoa"
"N1","HVAEP1-G003669","Metazoa"
"N1","HVAEP1-G015987","Metazoa"
"N1","HVAEP1-G014313","Metazoa"
"N1","HVAEP1-G014669","Metazoa"
"N1","HVAEP1-G021885","Metazoa"
"N1","HVAEP1-G009464","Metazoa"
"N1","HVAEP1-G017115","Metazoa"
"N1","HVAEP1-G017123","Metazoa"
"N1","HVAEP1-G018877","Metazoa"
"N1","HVAEP1-G020261","Metazoa"
"N1","HVAEP1-G011628","Metazoa"
"N1","HVAEP1-G002946","Metazoa"
"N1","HVAEP1-G024636","Metazoa"
"N1","HVAEP1-G008306","Metazoa"
"N1","HVAEP1-G024804","Metazoa"
"N1","HVAEP1-G021484","Metazoa"
"N1","HVAEP1-G000776","Metazoa"
"N1","HVAEP1-G016335","Metazoa"
"N1","HVAEP1-G023225","Metazoa"
"N1","HVAEP1-G019410","Metazoa"
"N1","HVAEP1-G010704","Metazoa"
"N1","HVAEP1-G005310","Metazoa"
"N1","HVAEP1-G027182","Metazoa"
"N1","HVAEP1-G004613","Metazoa"
"N1","HVAEP1-G017267","Metazoa"
"N1","HVAEP1-G019350","Metazoa"
"N1","HVAEP1-G004223","Metazoa"
"N1","HVAEP1-G011281","Metazoa"
"N1","HVAEP1-G016654","Metazoa"
"N1","HVAEP1-G028141","Metazoa"
"N1","HVAEP1-G011251","Metazoa"
"N1","HVAEP1-G019749","Metazoa"
"N1","HVAEP1-G016401","Metazoa"
"N1","HVAEP1-G001202","Metazoa"
"N1","HVAEP1-G001266","Metazoa"
"N1","HVAEP1-G016016","Metazoa"
"N1","HVAEP1-G001811","Metazoa"
"N1","HVAEP1-G015303","Metazoa"
"N1","HVAEP1-G025077","Metazoa"
"N1","HVAEP1-G014807","Metazoa"
"N1","HVAEP1-G027461","Metazoa"
"N1","HVAEP1-G021965","Metazoa"
"N1","HVAEP1-G006391","Metazoa"
"N1","HVAEP1-G007141","Metazoa"
"N1","HVAEP1-G001292","Metazoa"
"N1","HVAEP1-G002542","Metazoa"
"N1","HVAEP1-G001679","Metazoa"
"N1","HVAEP1-G020397","Metazoa"
"N1","HVAEP1-G028477","Metazoa"
"N1","HVAEP1-G021702","Metazoa"
"N1","HVAEP1-G005074","Metazoa"
"N1","HVAEP1-G022303","Metazoa"
"N1","HVAEP1-G024651","Metazoa"
"N1","HVAEP1-G004043","Metazoa"
"N1","HVAEP1-G023351","Metazoa"
"N1","HVAEP1-G008381","Metazoa"
"N1","HVAEP1-G025002","Metazoa"
"N1","HVAEP1-G005221","Metazoa"
"N1","HVAEP1-G018653","Metazoa"
"N1","HVAEP1-G021313","Metazoa"
"N1","HVAEP1-G024213","Metazoa"
"N1","HVAEP1-G024738","Metazoa"
"N1","HVAEP1-G018262","Metazoa"
"N1","HVAEP1-G016090","Metazoa"
"N1","HVAEP1-G006289","Metazoa"
"N1","HVAEP1-G022797","Metazoa"
"N1","HVAEP1-G014660","Metazoa"
"N1","HVAEP1-G014118","Metazoa"
"N1","HVAEP1-G001747","Metazoa"
"N1","HVAEP1-G026504","Metazoa"
"N1","HVAEP1-G026502","Metazoa"
"N1","HVAEP1-G019497","Metazoa"
"N1","HVAEP1-G019406","Metazoa"
"N1","HVAEP1-G019405","Metazoa"
"N1","HVAEP1-G026404","Metazoa"
"N1","HVAEP1-G003970","Metazoa"
"N1","HVAEP1-G005269","Metazoa"
"N1","HVAEP1-G015301","Metazoa"
"N1","HVAEP1-G008418","Metazoa"
"N1","HVAEP1-G006573","Metazoa"
"N1","HVAEP1-G008371","Metazoa"
"N1","HVAEP1-G004186","Metazoa"
"N1","HVAEP1-G023380","Metazoa"
"N1","HVAEP1-G027401","Metazoa"
"N1","HVAEP1-G020129","Metazoa"
"N1","HVAEP1-G026474","Metazoa"
"N1","HVAEP1-G015722","Metazoa"
"N1","HVAEP1-G000645","Metazoa"
"N1","HVAEP1-G016736","Metazoa"
"N1","HVAEP1-G018504","Metazoa"
"N1","HVAEP1-G027077","Metazoa"
"N1","HVAEP1-G023667","Metazoa"
"N1","HVAEP1-G020560","Metazoa"
"N1","HVAEP1-G016265","Metazoa"
"N1","HVAEP1-G006457","Metazoa"
"N1","HVAEP1-G025549","Metazoa"
"N1","HVAEP1-G006136","Metazoa"
"N1","HVAEP1-G006449","Metazoa"
"N1","HVAEP1-G020699","Metazoa"
"N1","HVAEP1-G024403","Metazoa"
"N1","HVAEP1-G003422","Metazoa"
"N1","HVAEP1-G003737","Metazoa"
"N1","HVAEP1-G004334","Metazoa"
"N1","HVAEP1-G012423","Metazoa"
"N1","HVAEP1-G027700","Metazoa"
"N1","HVAEP1-G009444","Metazoa"
"N1","HVAEP1-G022305","Metazoa"
"N1","HVAEP1-G015828","Metazoa"
"N1","HVAEP1-G021608","Metazoa"
"N1","HVAEP1-G018301","Metazoa"
"N1","HVAEP1-G009156","Metazoa"
"N1","HVAEP1-G024663","Metazoa"
"N1","HVAEP1-G023145","Metazoa"
"N1","HVAEP1-G006284","Metazoa"
"N1","HVAEP1-G006288","Metazoa"
"N1","HVAEP1-G002416","Metazoa"
"N1","HVAEP1-G001736","Metazoa"
"N1","HVAEP1-G026236","Metazoa"
"N1","HVAEP1-G003543","Metazoa"
"N1","HVAEP1-G020985","Metazoa"
"N1","HVAEP1-G005101","Metazoa"
"N1","HVAEP1-G016274","Metazoa"
"N1","HVAEP1-G006669","Metazoa"
"N1","HVAEP1-G025946","Metazoa"
"N1","HVAEP1-G021640","Metazoa"
"N1","HVAEP1-G007414","Metazoa"
"N1","HVAEP1-G012289","Metazoa"
"N1","HVAEP1-G012287","Metazoa"
"N1","HVAEP1-G003571","Metazoa"
"N1","HVAEP1-G020164","Metazoa"
"N1","HVAEP1-G012188","Metazoa"
"N1","HVAEP1-G012189","Metazoa"
"N1","HVAEP1-G012794","Metazoa"
"N1","HVAEP1-G015981","Metazoa"
"N1","HVAEP1-G015973","Metazoa"
"N1","HVAEP1-G015972","Metazoa"
"N1","HVAEP1-G020234","Metazoa"
"N1","HVAEP1-G013604","Metazoa"
"N1","HVAEP1-G006006","Metazoa"
"N1","HVAEP1-G019563","Metazoa"
"N1","HVAEP1-G001032","Metazoa"
"N1","HVAEP1-G009339","Metazoa"
"N1","HVAEP1-G001514","Metazoa"
"N1","HVAEP1-G018416","Metazoa"
"N1","HVAEP1-G020149","Metazoa"
"N1","HVAEP1-G006490","Metazoa"
"N1","HVAEP1-G020492","Metazoa"
"N1","HVAEP1-G010459","Metazoa"
"N1","HVAEP1-G027699","Metazoa"
"N1","HVAEP1-G023006","Metazoa"
"N1","HVAEP1-G019467","Metazoa"
"N1","HVAEP1-G012964","Metazoa"
"N1","HVAEP1-G003416","Metazoa"
"N1","HVAEP1-G004919","Metazoa"
"N1","HVAEP1-G004920","Metazoa"
"N1","HVAEP1-G020206","Metazoa"
"N1","HVAEP1-G011035","Metazoa"
"N1","HVAEP1-G025607","Metazoa"
"N1","HVAEP1-G001339","Metazoa"
"N1","HVAEP1-G028531","Metazoa"
"N1","HVAEP1-G014094","Metazoa"
"N1","HVAEP1-G001741","Metazoa"
"N1","HVAEP1-G001975","Metazoa"
"N1","HVAEP1-G010109","Metazoa"
"N1","HVAEP1-G010110","Metazoa"
"N1","HVAEP1-G019880","Metazoa"
"N1","HVAEP1-G019881","Metazoa"
"N1","HVAEP1-G019879","Metazoa"
"N1","HVAEP1-G028261","Metazoa"
"N1","HVAEP1-G022137","Metazoa"
"N1","HVAEP1-G027179","Metazoa"
"N1","HVAEP1-G015871","Metazoa"
"N1","HVAEP1-G019555","Metazoa"
"N1","HVAEP1-G016350","Metazoa"
"N1","HVAEP1-G004130","Metazoa"
"N1","HVAEP1-G008142","Metazoa"
"N1","HVAEP1-G009387","Metazoa"
"N1","HVAEP1-G004191","Metazoa"
"N1","HVAEP1-G019558","Metazoa"
"N1","HVAEP1-G018717","Metazoa"
"N1","HVAEP1-G025444","Metazoa"
"N1","HVAEP1-G014213","Metazoa"
"N1","HVAEP1-G028191","Metazoa"
"N1","HVAEP1-G021770","Metazoa"
"N1","HVAEP1-G022845","Metazoa"
"N1","HVAEP1-G023959","Metazoa"
"N1","HVAEP1-G021795","Metazoa"
"N1","HVAEP1-G018943","Metazoa"
"N1","HVAEP1-G017503","Metazoa"
"N1","HVAEP1-G020572","Metazoa"
"N1","HVAEP1-G020571","Metazoa"
"N1","HVAEP1-G011545","Metazoa"
"N1","HVAEP1-G016494","Metazoa"
"N1","HVAEP1-G016958","Metazoa"
"N1","HVAEP1-G020830","Metazoa"
"N1","HVAEP1-G001338","Metazoa"
"N1","HVAEP1-G016250","Metazoa"
"N1","HVAEP1-G023231","Metazoa"
"N1","HVAEP1-G021492","Metazoa"
"N1","HVAEP1-G006497","Metazoa"
"N1","HVAEP1-G017417","Metazoa"
"N1","HVAEP1-G002108","Metazoa"
"N1","HVAEP1-G028573","Metazoa"
"N1","HVAEP1-G002585","Metazoa"
"N1","HVAEP1-G020119","Metazoa"
"N1","HVAEP1-G024754","Metazoa"
"N1","HVAEP1-G016450","Metazoa"
"N1","HVAEP1-G026573","Metazoa"
"N1","HVAEP1-G026597","Metazoa"
"N1","HVAEP1-G026608","Metazoa"
"N1","HVAEP1-G026592","Metazoa"
"N1","HVAEP1-G026585","Metazoa"
"N1","HVAEP1-G005712","Metazoa"
"N1","HVAEP1-G019517","Metazoa"
"N1","HVAEP1-G003423","Metazoa"
"N1","HVAEP1-G005350","Metazoa"
"N1","HVAEP1-G006119","Metazoa"
"N1","HVAEP1-G017260","Metazoa"
"N1","HVAEP1-G004183","Metazoa"
"N1","HVAEP1-G023097","Metazoa"
"N1","HVAEP1-G008284","Metazoa"
"N1","HVAEP1-G008252","Metazoa"
"N1","HVAEP1-G028879","Metazoa"
"N1","HVAEP1-G017343","Metazoa"
"N1","HVAEP1-G014319","Metazoa"
"N1","HVAEP1-G021032","Metazoa"
"N1","HVAEP1-G024080","Metazoa"
"N1","HVAEP1-G016383","Metazoa"
"N1","HVAEP1-G013377","Metazoa"
"N1","HVAEP1-G007276","Metazoa"
"N1","HVAEP1-G026955","Metazoa"
"N1","HVAEP1-G026580","Metazoa"
"N1","HVAEP1-G011163","Metazoa"
"N1","HVAEP1-G021462","Metazoa"
"N1","HVAEP1-G008243","Metazoa"
"N1","HVAEP1-G026354","Metazoa"
"N1","HVAEP1-G025130","Metazoa"
"N1","HVAEP1-G010749","Metazoa"
"N1","HVAEP1-G001466","Metazoa"
"N1","HVAEP1-G024631","Metazoa"
"N1","HVAEP1-G019989","Metazoa"
"N1","HVAEP1-G023369","Metazoa"
"N1","HVAEP1-G022231","Metazoa"
"N1","HVAEP1-G004108","Metazoa"
"N1","HVAEP1-G012265","Metazoa"
"N1","HVAEP1-G011306","Metazoa"
"N1","HVAEP1-G004192","Metazoa"
"N1","HVAEP1-G020167","Metazoa"
"N1","HVAEP1-G026290","Metazoa"
"N1","HVAEP1-G020278","Metazoa"
"N1","HVAEP1-G018071","Metazoa"
"N1","HVAEP1-G019518","Metazoa"
"N1","HVAEP1-G012629","Metazoa"
"N1","HVAEP1-G006198","Metazoa"
"N1","HVAEP1-G026912","Metazoa"
"N1","HVAEP1-G014058","Metazoa"
"N1","HVAEP1-G001063","Metazoa"
"N1","HVAEP1-G001038","Metazoa"
"N1","HVAEP1-G020867","Metazoa"
"N1","HVAEP1-G006373","Metazoa"
"N1","HVAEP1-G016726","Metazoa"
"N1","HVAEP1-G005897","Metazoa"
"N1","HVAEP1-G018632","Metazoa"
"N1","HVAEP1-G023818","Metazoa"
"N1","HVAEP1-G009954","Metazoa"
"N1","HVAEP1-G010330","Metazoa"
"N1","HVAEP1-G027902","Metazoa"
"N1","HVAEP1-G004564","Metazoa"
"N1","HVAEP1-G026717","Metazoa"
"N1","HVAEP1-G026715","Metazoa"
"N1","HVAEP1-G004209","Metazoa"
"N1","HVAEP1-G001122","Metazoa"
"N1","HVAEP1-G024597","Metazoa"
"N1","HVAEP1-G027306","Metazoa"
"N1","HVAEP1-G003654","Metazoa"
"N1","HVAEP1-G012063","Metazoa"
"N1","HVAEP1-G021490","Metazoa"
"N1","HVAEP1-G012017","Metazoa"
"N1","HVAEP1-G008170","Metazoa"
"N1","HVAEP1-G011543","Metazoa"
"N1","HVAEP1-G015260","Metazoa"
"N1","HVAEP1-G005388","Metazoa"
"N1","HVAEP1-G018560","Metazoa"
"N1","HVAEP1-G017255","Metazoa"
"N1","HVAEP1-G022894","Metazoa"
"N1","HVAEP1-G022633","Metazoa"
"N1","HVAEP1-G027386","Metazoa"
"N1","HVAEP1-G003815","Metazoa"
"N1","HVAEP1-G025452","Metazoa"
"N1","HVAEP1-G001748","Metazoa"
"N1","HVAEP1-G011558","Metazoa"
"N1","HVAEP1-G011533","Metazoa"
"N1","HVAEP1-G027592","Metazoa"
"N1","HVAEP1-G022315","Metazoa"
"N1","HVAEP1-G021476","Metazoa"
"N1","HVAEP1-G016643","Metazoa"
"N1","HVAEP1-G010196","Metazoa"
"N1","HVAEP1-G010027","Metazoa"
"N1","HVAEP1-G027217","Metazoa"
"N1","HVAEP1-G023138","Metazoa"
"N1","HVAEP1-G009526","Metazoa"
"N1","HVAEP1-G019404","Metazoa"
"N1","HVAEP1-G008899","Metazoa"
"N1","HVAEP1-G008898","Metazoa"
"N1","HVAEP1-G018683","Metazoa"
"N1","HVAEP1-G001553","Metazoa"
"N1","HVAEP1-G023207","Metazoa"
"N1","HVAEP1-G007382","Metazoa"
"N1","HVAEP1-G007386","Metazoa"
"N1","HVAEP1-G007393","Metazoa"
"N1","HVAEP1-G007381","Metazoa"
"N1","HVAEP1-G007391","Metazoa"
"N1","HVAEP1-G007376","Metazoa"
"N1","HVAEP1-G001320","Metazoa"
"N1","HVAEP1-G001321","Metazoa"
"N1","HVAEP1-G001316","Metazoa"
"N1","HVAEP1-G001313","Metazoa"
"N1","HVAEP1-G007670","Metazoa"
"N1","HVAEP1-G007685","Metazoa"
"N1","HVAEP1-G002070","Metazoa"
"N1","HVAEP1-G028798","Metazoa"
"N1","HVAEP1-G006033","Metazoa"
"N1","HVAEP1-G004719","Metazoa"
"N1","HVAEP1-G004977","Metazoa"
"N1","HVAEP1-G003658","Metazoa"
"N1","HVAEP1-G025526","Metazoa"
"N1","HVAEP1-G003562","Metazoa"
"N1","HVAEP1-G008576","Metazoa"
"N1","HVAEP1-G016374","Metazoa"
"N1","HVAEP1-G014117","Metazoa"
"N1","HVAEP1-G019890","Metazoa"
"N1","HVAEP1-G019854","Metazoa"
"N1","HVAEP1-G027843","Metazoa"
"N1","HVAEP1-G006329","Metazoa"
"N1","HVAEP1-G027428","Metazoa"
"N1","HVAEP1-G028201","Metazoa"
"N1","HVAEP1-G005274","Metazoa"
"N1","HVAEP1-G027644","Metazoa"
"N1","HVAEP1-G027464","Metazoa"
"N1","HVAEP1-G027451","Metazoa"
"N1","HVAEP1-G024720","Metazoa"
"N1","HVAEP1-G016515","Metazoa"
"N1","HVAEP1-G012277","Metazoa"
"N1","HVAEP1-G016725","Metazoa"
"N1","HVAEP1-G021828","Metazoa"
"N1","HVAEP1-G025152","Metazoa"
"N1","HVAEP1-G017565","Metazoa"
"N1","HVAEP1-G028560","Metazoa"
"N1","HVAEP1-G027382","Metazoa"
"N1","HVAEP1-G018308","Metazoa"
"N1","HVAEP1-G026472","Metazoa"
"N1","HVAEP1-G004622","Metazoa"
"N1","HVAEP1-G024107","Metazoa"
"N1","HVAEP1-G016326","Metazoa"
"N1","HVAEP1-G021539","Metazoa"
"N1","HVAEP1-G027550","Metazoa"
"N1","HVAEP1-G014450","Metazoa"
"N1","HVAEP1-G006761","Metazoa"
"N1","HVAEP1-G020512","Metazoa"
"N1","HVAEP1-G020514","Metazoa"
"N1","HVAEP1-G019939","Metazoa"
"N1","HVAEP1-G000362","Metazoa"
"N1","HVAEP1-G004692","Metazoa"
"N1","HVAEP1-G014793","Metazoa"
"N1","HVAEP1-G022576","Metazoa"
"N1","HVAEP1-G005223","Metazoa"
"N1","HVAEP1-G015964","Metazoa"
"N1","HVAEP1-G014237","Metazoa"
"N1","HVAEP1-G021201","Metazoa"
"N1","HVAEP1-G018091","Metazoa"
"N1","HVAEP1-G001857","Metazoa"
"N1","HVAEP1-G027395","Metazoa"
"N1","HVAEP1-G018132","Metazoa"
"N1","HVAEP1-G027066","Metazoa"
"N1","HVAEP1-G002027","Metazoa"
"N1","HVAEP1-G012258","Metazoa"
"N1","HVAEP1-G005183","Metazoa"
"N1","HVAEP1-G018398","Metazoa"
"N1","HVAEP1-G007292","Metazoa"
"N1","HVAEP1-G007301","Metazoa"
"N1","HVAEP1-G022157","Metazoa"
"N1","HVAEP1-G006183","Metazoa"
"N1","HVAEP1-G004078","Metazoa"
"N1","HVAEP1-G023492","Metazoa"
"N1","HVAEP1-G021594","Metazoa"
