"","conReal","conShuf","allReal","allShuf","realOds","shufOdds","lor","name","fam","idx","pval","fdr","res"
"MA1594.1",85,115,2096,3503,0.0422675285927399,0.0339433293978749,0.219326794126359,"ZNF382","Factors with multiple dispersed zinc fingers",461,0.168005078646862,0.226523701546331,"neutral"
"MA0714.1",132,148,1951,2683,0.0725673446948873,0.0583826429980276,0.217496386329417,"PITX3","Paired-related HD factors",462,0.110640038917779,0.155154645560825,"neutral"
"MA1151.1",90,55,1997,1501,0.0471945464079706,0.0380359612724758,0.215746282216085,"RORC","Thyroid hormone receptor-related factors (NR1)",463,0.270433844150483,0.343667820100463,"neutral"
"MA0771.1",157,220,2050,3495,0.0829371368198627,0.067175572519084,0.210773255855976,"HSF4","HSF factors",464,0.078190114663731,0.114424558044484,"neutral"
"MA0727.1",69,121,1373,2928,0.0529141104294479,0.0431065194157463,0.204995792875802,"NR3C2","Steroid hormone receptors (NR3)",465,0.234119692478544,0.302554679510733,"neutral"
"MA1501.1",111,88,1969,1894,0.0597416576964478,0.0487264673311185,0.203807201437274,"HOXB7","HOX-related factors",466,0.211090784224765,0.275764010495806,"neutral"
"MA1119.1",160,127,2626,2524,0.064882400648824,0.0529828952857739,0.20260727948533,"SIX2","HD-SINE factors",467,0.1312788944416,0.181372156794316,"neutral"
"MA0514.1",380,317,5298,5335,0.0772671817812119,0.0631725787166202,0.201398982993381,"Sox3","SOX-related factors",468,0.0181946068086215,0.0307514481272477,"neutral"
"MA0619.1",186,137,2843,2527,0.0700037636432066,0.0573221757322176,0.199861447050819,"LIN54","",469,0.117173043796938,0.163226130662401,"neutral"
"MA1579.1",145,155,2086,2687,0.074703760947965,0.061216429699842,0.199114825596384,"ZBTB26","More than 3 adjacent zinc finger factors",470,0.131836467504308,0.181778623655383,"neutral"
"MA0625.1",323,294,4020,4390,0.0873681363267514,0.07177734375,0.196561763666687,"NFATC3","NFAT-related factors",471,0.0322320739556153,0.0515713183289845,"neutral"
"MA0002.2",269,207,3931,3634,0.0734571272528673,0.0604026845637584,0.195668382976623,"RUNX1","Runt-related factors",472,0.0600831161546001,0.0898039458538507,"neutral"
"MA0504.1",213,68,5464,2105,0.0405637021519711,0.0333824251350025,0.194844063122265,"NR2C2","RXR-related receptors (NR2)",473,0.207398763487751,0.271786211122794,"neutral"
"MA0915.1",165,145,1920,2014,0.094017094017094,0.077581594435527,0.192146403035603,"dve","",474,0.14988901377883,0.204394109698405,"neutral"
"MA1588.1",111,126,2290,3122,0.0509407985314364,0.0420560747663551,0.191660304053346,"ZNF136","More than 3 adjacent zinc finger factors",475,0.189768064979817,0.251391364435966,"neutral"
"MA0065.2",243,152,5332,3994,0.0477500491255649,0.0395627277459656,0.188092639233941,"Pparg::Rxra","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",476,0.0972186347630998,0.138412971527125,"neutral"
"MA1146.1",133,161,2296,3319,0.0614886731391586,0.0509816339455351,0.187387532099819,"NR1H4::RXRA","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",477,0.156742669589912,0.21236103621859,"neutral"
"MA0483.1",187,138,2996,2638,0.0665717337130651,0.0552,0.18731711544943,"Gfi1b","More than 3 adjacent zinc finger factors",478,0.140101692093725,0.191670067359493,"neutral"
"MA1118.1",145,125,2488,2550,0.0618864703371746,0.0515463917525773,0.182819369982061,"SIX1","HD-SINE factors",479,0.186708048056893,0.248549540994914,"neutral"
"MA0463.2",106,101,2235,2535,0.0497886331611085,0.0414954806902219,0.182202185924801,"BCL6","More than 3 adjacent zinc finger factors",480,0.247225641275676,0.317052730796286,"neutral"
"MA0866.1",104,52,3098,1844,0.0347361389445558,0.0290178571428571,0.179869209115247,"SOX21","SOX-related factors",481,0.353192963867203,0.431601830401406,"neutral"
"MA0861.1",130,96,2501,2191,0.0548291859974694,0.0458233890214797,0.179428005278579,"TP73","p53-related factors",482,0.24052165743117,0.309399988119728,"neutral"
"MA0807.1",257,160,3035,2228,0.0925125989920806,0.0773694390715667,0.178752981975423,"TBX5","TBX2-related factors",483,0.126771128428618,0.176012806413288,"neutral"
"MA0918.1",209,161,2838,2580,0.0794979079497908,0.0665564282761472,0.177680572860494,"unc-62","TALE-type homeo domain factors",484,0.139824343644281,0.191602689496242,"neutral"
"MA1649.1",139,143,2270,2747,0.0652275926794932,0.054915514592934,0.172086674100627,"ZBTB12","More than 3 adjacent zinc finger factors",485,0.205584956097798,0.26983025487836,"neutral"
"MA0138.2",149,93,3576,2628,0.0434782608695652,0.0366863905325444,0.169855206942878,"REST","Factors with multiple dispersed zinc fingers",486,0.250948298377828,0.321336235727707,"neutral"
"MA0547.1",114,81,2583,2160,0.0461725394896719,0.038961038961039,0.16982309223489,"skn-1","",487,0.304506493701262,0.381200379596214,"neutral"
"MA1702.1",232,169,3985,3406,0.0618172128963496,0.0522088353413655,0.16893011153446,"Pdp1","",488,0.136221502835925,0.186970690166956,"neutral"
"MA1531.1",99,86,2486,2539,0.0414746543778802,0.0350591112922952,0.168046971800741,"NR1D1","Thyroid hormone receptor-related factors (NR1)",489,0.315035691500354,0.393794614375442,"neutral"
"MA1599.1",217,132,4699,3356,0.0484158857652834,0.0409429280397022,0.167648880219735,"ZNF682","More than 3 adjacent zinc finger factors",490,0.170583684972648,0.229631883617026,"neutral"
"MA1520.1",155,153,2414,2788,0.068614431164232,0.0580645161290323,0.166948140034271,"MAF","Maf-related factors",491,0.20019474730252,0.263579291119305,"neutral"
"MA0515.1",337,350,4225,5114,0.0866769547325103,0.0734676742233417,0.165342540763763,"Sox6","SOX-related factors",492,0.0577579359297466,0.086791889411426,"neutral"
"MA0884.1",134,186,2333,3779,0.0609367894497499,0.0517673253548567,0.163077922796468,"DUXA","Paired-related HD factors",493,0.204289507507103,0.268549587333281,"neutral"
"MA0130.1",154,87,2411,1585,0.0682321665928223,0.0580774365821095,0.161138871018674,"ZNF354C","More than 3 adjacent zinc finger factors",494,0.302163569292975,0.378831937621043,"neutral"
"MA0459.1",185,96,3666,2207,0.0531456478023556,0.0454760776882994,0.15584979364737,"tll","",495,0.274590261102732,0.347897163388077,"neutral"
"MA0827.1",121,162,1611,2493,0.0812080536912752,0.0694980694980695,0.155715450460609,"OLIG3","Tal-related factors",496,0.270124168598661,0.343667820100463,"neutral"
"MA1562.1",140,76,2565,1611,0.0577319587628866,0.0495114006514658,0.153607938972687,"SOX14","SOX-related factors",497,0.353502451566866,0.431601830401406,"neutral"
"MA0682.2",141,170,1823,2525,0.0838287752675386,0.0721868365180467,0.149518619245531,"PITX1","Paired-related HD factors",498,0.263941092646064,0.336434776665697,"neutral"
"MA1602.1",131,168,1968,2879,0.0713119216113228,0.0619697528587237,0.140417108081432,"ZSCAN29","More than 3 adjacent zinc finger factors",499,0.300381067400936,0.377724695534111,"neutral"
"MA0858.1",99,55,2766,1758,0.0371203599550056,0.0322959483264827,0.139223821382793,"Rarb(var.2)","Thyroid hormone receptor-related factors (NR1)",500,0.481602381540739,0.568182584963793,"neutral"
"MA0145.3",141,105,2130,1807,0.0708898944193062,0.0616921269095182,0.138971570499992,"TFCP2","CP2-related factors",501,0.35963974349592,0.437214029793765,"neutral"
"MA0643.1",112,66,2099,1408,0.0563663814796175,0.0491803278688525,0.136379204248479,"Esrrg","Steroid hormone receptors (NR3)",502,0.461054636887722,0.546242447088416,"neutral"
"MA0468.1",133,129,2519,2775,0.0557418273260687,0.0487528344671202,0.133967465877121,"DUX4","Paired-related HD factors",503,0.345708395297398,0.424145572433156,"neutral"
"MA1506.1",162,111,3119,2426,0.0547852553263443,0.0479481641468682,0.133300580587907,"HOXD10","HOX-related factors",504,0.34558663443409,0.424145572433156,"neutral"
"MA1155.1",247,121,4343,2410,0.060302734375,0.0528615115771079,0.131701944264459,"ZSCAN4","More than 3 adjacent zinc finger factors",505,0.298436600985445,0.375842196143588,"neutral"
"MA0735.1",213,162,3599,3094,0.0629060838747785,0.0552523874488404,0.129731330790503,"GLIS1","More than 3 adjacent zinc finger factors",506,0.275143313390677,0.348072866337603,"neutral"
"MA0872.1",156,164,2801,3313,0.0589792060491493,0.0520800254048904,0.124403456233964,"TFAP2A(var.3)","AP-2",507,0.331958757060771,0.413243121164444,"neutral"
"MA1522.1",373,355,6187,6617,0.064155486756106,0.0566911529862664,0.12369145093593,"MAZ","More than 3 adjacent zinc finger factors",508,0.135453798465078,0.186221261392251,"neutral"
"MA1528.1",104,104,2095,2357,0.0522350577599196,0.0461606746560142,0.123625636368048,"NFIX(var.2)","Nuclear factor 1",509,0.447343618712544,0.533762272327467,"neutral"
"MA0530.1",167,99,3061,2038,0.057705597788528,0.0510572460030944,0.122406710333388,"cnc::maf-S","Jun-related factors, Maf-related factors",510,0.407037983085653,0.491959576679063,"neutral"
"MA1443.1",145,165,1898,2415,0.0827153451226469,0.0733333333333333,0.120389878797225,"unc-30","",511,0.374230036486973,0.453612165438755,"neutral"
"MA0164.1",196,147,3070,2568,0.0681976339596381,0.0607187112763321,0.116157962750869,"Nr2e3","RXR-related receptors (NR2)",512,0.359660588794632,0.437214029793765,"neutral"
"MA0505.1",131,100,2626,2238,0.0525050100200401,0.0467726847521048,0.115609220612432,"Nr5a2","FTZ-F1-related receptors (NR5)",513,0.457201238855552,0.543209392699666,"neutral"
"MA0262.1",281,137,4582,2486,0.0653336433387584,0.0583226905065986,0.113515895380797,"mab-3","",514,0.344373669163161,0.424145572433156,"neutral"
"MA0137.3",147,138,2287,2383,0.0686915887850467,0.0614699331848552,0.111078593781989,"STAT1","STAT factors",515,0.427444903766647,0.512933884519976,"neutral"
"MA0817.1",80,185,1367,3501,0.0621600621600622,0.0557901085645356,0.108116118254616,"BHLHE23","Tal-related factors",516,0.501319857027452,0.587320334592831,"neutral"
"MA0615.1",342,151,6164,3010,0.0587427001030574,0.0528156698146205,0.106358968264424,"Gmeb1","GMEB",517,0.338824376641838,0.419164177288872,"neutral"
"MA0924.1",107,78,2266,1827,0.0495599814729041,0.0445969125214408,0.105519052276109,"pal-1","HOX-related factors",518,0.557258530495005,0.638604591563171,"neutral"
"MA1603.1",124,81,2854,2060,0.0454212454212454,0.0409297625063163,0.104122468356158,"Dmrt1","DMRT factors",519,0.540010061660431,0.622233815905024,"neutral"
"MA0003.4",233,123,4604,2681,0.0533058796614047,0.0480844409695074,0.103087985468757,"TFAP2A","AP-2",520,0.421310832509521,0.507021632246415,"neutral"
"MA0465.2",207,117,4310,2684,0.0504508895929807,0.0455784962991819,0.101564346896567,"CDX2","HOX-related factors",521,0.4464063194457,0.533401576578077,"neutral"
"MA0711.1",152,162,2094,2453,0.07826982492276,0.0707114797031864,0.101554219216118,"OTX1","Paired-related HD factors",522,0.452574971882689,0.538474470795267,"neutral"
"MA0106.3",106,140,2145,3111,0.0519862677783227,0.0471221810838102,0.0982357763909153,"TP53","p53-related factors",523,0.519442589653227,0.602668197940208,"neutral"
"MA1533.1",175,156,3357,3274,0.0549968573224387,0.0500320718409237,0.0946118073939668,"NR1I2","Thyroid hormone receptor-related factors (NR1)",524,0.458863904758832,0.544414802256242,"neutral"
"MA0524.2",169,165,2945,3137,0.0608789625360231,0.0555181695827725,0.0921773252334474,"TFAP2C","AP-2",525,0.472187164812328,0.557858253786717,"neutral"
"MA0906.1",145,124,2982,2783,0.051110327811068,0.0466340729597593,0.091655133249706,"HOXC12","HOX-related factors",526,0.524653848120417,0.60703751022197,"neutral"
"MA0647.1",121,101,2298,2091,0.0555810748736794,0.0507537688442211,0.0908568852394722,"GRHL1","Grainyhead-related factors",527,0.578286719391369,0.658212526136517,"neutral"
"MA0244.1",253,106,4436,2025,0.0604829070045422,0.0552371026576342,0.0907259191809546,"slbo","C/EBP-related factors",528,0.506793135676971,0.590438604672199,"neutral"
"MA0629.1",220,178,3493,3075,0.0672166208371525,0.061442871936486,0.0898127193284464,"Rhox11","Paired-related HD factors",529,0.446396971390774,0.533401576578077,"neutral"
"MA0809.2",182,320,2417,4614,0.0814317673378076,0.0745225896599907,0.0886631626740803,"TEAD4","TEF-1-related factors",530,0.419756811750944,0.505876215022658,"neutral"
"MA1635.1",144,147,2877,3189,0.0526893523600439,0.0483234714003945,0.0864959996884344,"BHLHE22(var.2)","Tal-related factors",531,0.531280573662895,0.613016046534109,"neutral"
"MA1656.1",213,169,4318,3719,0.0518879415347138,0.0476056338028169,0.0861353113692846,"ZNF449","More than 3 adjacent zinc finger factors",532,0.467793459856581,0.553445783492293,"neutral"
"MA1546.1",213,224,3466,3946,0.065478020288964,0.0601826974744761,0.0843296245832298,"PAX3(var.2)","Paired plus homeo domain",533,0.44937283376719,0.535422950871546,"neutral"
"MA0631.1",67,115,1469,2728,0.0477888730385164,0.0440107156525067,0.082359688953793,"Six3","HD-SINE factors",534,0.672906096911938,0.74373831763951,"neutral"
"MA1444.1",119,143,2385,3091,0.0525154457193292,0.0485074626865672,0.0793896745728976,"cebp-1","C/EBP-related factors",535,0.59524508979362,0.673862365804099,"neutral"
"MA1541.1",119,88,2862,2282,0.043383157127233,0.0401093892433911,0.0784608285308952,"NR6A1","GCNF-related receptors (NR6)",536,0.64975644494932,0.723866596495263,"neutral"
"MA0769.2",225,223,3215,3419,0.0752508361204013,0.0697747183979975,0.0755552712457346,"TCF7","TCF-7-related factors",537,0.501037116923529,0.587320334592831,"neutral"
"MA1534.1",139,141,2500,2716,0.0588733587462939,0.0547572815533981,0.0724783187648471,"NR1I3","Thyroid hormone receptor-related factors (NR1)",538,0.618719494256632,0.696681468063768,"neutral"
"MA0264.1",188,228,2671,3461,0.0757148610551752,0.0705227343025054,0.0710393260927749,"ceh-22","NK-related factors",539,0.549064853420033,0.630936356871173,"neutral"
"MA1653.1",696,683,10360,10847,0.0720198675496689,0.0671979535615899,0.0692992250290879,"ZNF148","More than 3 adjacent zinc finger factors",540,0.255117736829252,0.326177928366166,"neutral"
"MA0077.1",222,292,3154,4425,0.0757162346521146,0.0706508589402371,0.0692423311091877,"SOX9","SOX-related factors",541,0.512549895039293,0.596318437441836,"neutral"
"MA1524.1",170,243,2383,3629,0.0768187980117488,0.0717660956881276,0.0680372163517443,"MSGN1","Tal-related factors",542,0.575078774135706,0.655449349082758,"neutral"
"MA0637.1",213,206,3655,3767,0.0618826263800116,0.0578489188430216,0.067404703426137,"CENPB","",543,0.559844323598149,0.640693776324857,"neutral"
"MA1604.1",219,174,3154,2660,0.0746166950596252,0.0699919549477072,0.0639839704104314,"Ebf2","Early B-Cell Factor-related factors",544,0.605484883013005,0.684532034631123,"neutral"
"MA1115.1",245,87,4500,1697,0.0575793184488837,0.0540372670807453,0.0634895088611774,"POU5F1","POU domain factors",545,0.684294732978252,0.752365936782371,"neutral"
"MA0501.1",154,155,2433,2599,0.0675734971478719,0.0634206219312602,0.0634267765401842,"MAF::NFE2","Maf-related factors, Jun-related factors",546,0.653244079089803,0.725826754544225,"neutral"
"MA0131.2",380,279,5157,4011,0.0795478333682227,0.0747588424437299,0.0620910194763384,"HINFP","Factors with multiple dispersed zinc fingers",547,0.505519648469264,0.589772923214142,"neutral"
"MA0708.1",130,168,2002,2740,0.0694444444444444,0.0653188180404355,0.0612468993722961,"MSX2","NK-related factors",548,0.677415964992999,0.746757756685196,"neutral"
"MA1574.1",149,85,3868,2335,0.0400645334767411,0.0377777777777778,0.0587704507285385,"THRB","Thyroid hormone receptor-related factors (NR1)",549,0.733890135385804,0.801648522398017,"neutral"
"MA1548.1",264,207,4436,3662,0.0632790028763183,0.0599131693198263,0.0546572299620541,"PLAGL2","More than 3 adjacent zinc finger factors",550,0.622972343809009,0.698660572496084,"neutral"
"MA0859.1",104,72,2855,2083,0.0378044347509996,0.0358030830432621,0.0543924089733948,"Rarg","Thyroid hormone receptor-related factors (NR1)",551,0.795894025643181,0.851657301325187,"neutral"
"MA0854.1",97,181,1731,3397,0.0593635250917993,0.0562810945273632,0.0533213021164657,"Alx1","Paired-related HD factors",552,0.745224747762316,0.810076851465261,"neutral"
"MA0495.3",223,235,3276,3628,0.0730429086144776,0.0692602416740348,0.0531760293653123,"MAFF","Maf-related factors",553,0.641246538713097,0.716286027285906,"neutral"
"MA0684.2",208,275,3285,4564,0.0675983100422489,0.0641175099090697,0.0528654912295855,"RUNX3","Runt-related factors",554,0.633852003315441,0.70896895177759,"neutral"
"MA0451.1",93,56,2405,1520,0.0402249134948097,0.0382513661202186,0.0503072671470953,"kni","",555,0.845151174538382,0.892989920266969,"neutral"
"MA0090.3",171,247,2354,3553,0.0783325698579936,0.0747126436781609,0.0473141417057082,"TEAD1","TEF-1-related factors",556,0.70751655592309,0.775866719289028,"neutral"
"MA0650.2",190,191,3987,4152,0.0500395048722676,0.0482201464276698,0.0370358815039707,"HOXA13","HOX-related factors",557,0.776162350905864,0.835587562575087,"neutral"
"MA0112.3",82,75,1926,1825,0.044468546637744,0.0428571428571429,0.0369097965289632,"ESR1","Steroid hormone receptors (NR3)",558,0.892314080558574,0.931110344930686,"neutral"
"MA0029.1",63,98,1903,3057,0.0342391304347826,0.0331192970598175,0.0332530495181391,"Mecom","Factors with multiple dispersed zinc fingers",559,0.909466195614946,0.944302812748979,"neutral"
"MA0757.1",113,174,2635,4186,0.0448057097541634,0.043369890329013,0.0325701520547728,"ONECUT3","HD-CUT factors",560,0.848495021911704,0.895396756791245,"neutral"
"MA1473.1",168,97,3970,2364,0.0441872698579695,0.0427878253198059,0.0321831283590306,"CDX4","HOX-related factors",561,0.863304942085836,0.907185462755719,"neutral"
"MA0116.1",113,83,2675,2025,0.0441061670569867,0.0427394438722966,0.0314773773103335,"Znf423","Factors with multiple dispersed zinc fingers",562,0.895875563857911,0.933666840745217,"neutral"
"MA0485.2",155,81,3035,1633,0.0538194444444444,0.0521907216494845,0.0307300898599803,"HOXC9","HOX-related factors",563,0.890430804576867,0.931110344930686,"neutral"
"MA0853.1",89,153,1736,3060,0.0540376442015786,0.0526315789473684,0.02636461872094,"Alx4","Paired-related HD factors",564,0.908740872620047,0.944302812748979,"neutral"
"MA1458.1",109,212,1578,3144,0.0742001361470388,0.0723055934515689,0.0258644943897961,"Hsf","HSF factors",565,0.891278993687778,0.931110344930686,"neutral"
"MA0679.2",151,191,2563,3320,0.062603648424544,0.0610418664109939,0.0252635945901007,"ONECUT1","HD-CUT factors",566,0.875790219722348,0.917286514422409,"neutral"
"MA1514.1",399,371,7599,7206,0.0554166666666667,0.0542794440380395,0.0207347984363317,"KLF17","Three-zinc finger Kruppel-related factors",567,0.819059843505998,0.869798063900175,"neutral"
"MA1561.1",195,217,2993,3386,0.0696926375982845,0.0684758598927106,0.0176134094887817,"SOX12","SOX-related factors",568,0.911701882308836,0.944302812748979,"neutral"
"MA0814.2",315,139,5974,2677,0.0556635447959003,0.0547675334909377,0.0162278768267503,"TFAP2C(var.2)","AP-2",569,0.924195062813587,0.956063858083021,"neutral"
"MA0239.1",171,129,3007,2301,0.060296191819464,0.0593922651933702,0.0151049455427957,"prd","",570,0.952932208936705,0.98113555779812,"neutral"
"MA0775.1",239,201,3044,2592,0.085204991087344,0.0840652446675031,0.0134667933739631,"MEIS3","TALE-type homeo domain factors",571,0.939982215041324,0.970006216995961,"neutral"
"MA1110.1",133,124,2130,2011,0.0665998998497747,0.0657127715951245,0.0134097745694518,"NR1H4","Thyroid hormone receptor-related factors (NR1)",572,0.97330977187168,0.995834602158601,"neutral"
"MA0658.1",45,102,958,2199,0.0492880613362541,0.0486409155937053,0.0132168267930002,"LHX6","HD-LIM factors",573,1,1,"neutral"
"MA0700.2",123,218,2024,3614,0.0647027880063125,0.0641931684334511,0.00790749752613722,"LHX2","HD-LIM factors",574,0.99533847684098,1,"neutral"
"MA0905.1",174,129,3194,2385,0.0576158940397351,0.0571808510638298,0.007579397101891,"HOXC10","HOX-related factors",575,0.999627983486046,1,"neutral"
"MA0620.3",105,171,2012,3294,0.0550603041426324,0.0547550432276657,0.00555954533752305,"MITF","bHLH-ZIP factors",576,0.999999999999984,1,"neutral"
"MA1538.1",130,146,2122,2395,0.0652610441767068,0.0649177412183193,0.00527434256201816,"NR2F1(var.3)","RXR-related receptors (NR2)",577,0.999999999999997,1,"neutral"
"MA0078.1",151,145,2675,2581,0.0598256735340729,0.0595238095238095,0.00505849956303374,"Sox17","SOX-related factors",578,0.999999999999995,1,"neutral"
"MA1547.1",144,220,1827,2800,0.0855614973262032,0.0852713178294574,0.00339723694849624,"PITX2","Paired-related HD factors",579,1,1,"neutral"
"MA0247.2",212,169,2877,2294,0.0795497185741088,0.0795294117647059,0.000255304507511328,"tin","",580,0.999999999999999,1,"neutral"
"MA0837.1",214,157,3393,2488,0.067316766278704,0.0673530673530674,-0.00053911220150223,"CEBPE","C/EBP-related factors",581,0.999999999999995,1,"neutral"
"MA0674.1",140,122,2263,1967,0.0659444182760245,0.0661246612466125,-0.00272952735258068,"NKX6-1","NK-related factors",582,0.999999999999989,1,"neutral"
"MA0794.1",137,132,2666,2562,0.0541716093317517,0.054320987654321,-0.00275370709361704,"PROX1","HD-PROS factors",583,0.999999999999998,1,"neutral"
"MA0739.1",272,224,3794,3116,0.077228847245883,0.0774550484094053,-0.00292469133653866,"Hic1","Factors with multiple dispersed zinc fingers",584,0.999999999999995,1,"neutral"
"MA0815.1",133,184,2531,3491,0.0554628857381151,0.0556395524644693,-0.00318025199289858,"TFAP2C(var.3)","AP-2",585,0.999999999999996,1,"neutral"
"MA0041.1",398,401,7036,7047,0.0599578186200663,0.0603370448390009,-0.00630496538751175,"Foxd3","Forkhead box (FOX) factors",586,0.963789175190252,0.988501718143848,"neutral"
"MA0007.3",72,124,1577,2699,0.0478405315614618,0.0481553398058252,-0.00655881067412128,"Ar","Steroid hormone receptors (NR3)",587,0.999999999999995,1,"neutral"
"MA1703.1",123,138,2124,2366,0.0614692653673163,0.0619389587073609,-0.00761206332134594,"pqm-1","",588,0.999999999999983,1,"neutral"
"MA0494.1",101,146,2550,3659,0.0412413229889751,0.0415599202960433,-0.00769550955341764,"Nr1h3::Rxra","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",589,0.999999999999979,1,"neutral"
"MA0027.2",107,185,1653,2837,0.0692108667529107,0.0697586726998492,-0.00788386845803269,"EN1","NK-related factors",590,0.99999999999999,1,"neutral"
"MA0597.1",346,408,4362,5098,0.0861553784860558,0.0869936034115139,-0.00968219927767735,"THAP1","THAP-related factors",591,0.936725843731731,0.967834820091825,"neutral"
"MA1523.1",181,232,2814,3573,0.0687428788454235,0.06944028733912,-0.0100940575400371,"MSANTD3","Myb/SANT domain factors",592,0.967188192386528,0.990778148298395,"neutral"
"MA1539.1",71,115,1509,2419,0.0493741307371349,0.0499131944444444,-0.0108587677871449,"NR2F6(var.3)","RXR-related receptors (NR2)",593,0.999999999999977,1,"neutral"
"MA0670.1",253,222,3570,3101,0.0762737413325294,0.0771101076762765,-0.0109056414796358,"NFIA","Nuclear factor 1",594,0.953103113289602,0.98113555779812,"neutral"
"MA0040.1",212,164,4512,3453,0.0493023255813953,0.0498631802979629,-0.0113116086447827,"Foxq1","Forkhead box (FOX) factors",595,0.961697486892578,0.987562211478931,"neutral"
"MA0756.1",102,173,2289,3839,0.046639231824417,0.047190398254228,-0.0117483734906255,"ONECUT2","HD-CUT factors",596,0.980668644340974,1,"neutral"
"MA0052.4",143,156,3286,3536,0.0454979319121858,0.0461538461538462,-0.0143134253101329,"MEF2A","Regulators of differentiation",597,0.954875887795065,0.981757338736664,"neutral"
"MA0540.1",137,193,2661,3677,0.0542789223454834,0.0553960964408726,-0.0203731487654711,"dpy-27","",598,0.911330706251241,0.944302812748979,"neutral"
"MA0606.1",195,364,3132,5716,0.0663942798774259,0.0680119581464873,-0.0240726384635496,"NFAT5","NFAT-related factors",599,0.840732253639499,0.889439663799974,"neutral"
"MA0043.3",187,209,3396,3709,0.0582736054845746,0.0597142857142857,-0.0244220287425761,"HLF","C/EBP-related",600,0.863986155005446,0.907185462755719,"neutral"
"MA0050.2",273,488,5685,9928,0.0504434589800443,0.0516949152542373,-0.0245063408193197,"IRF1","Interferon-regulatory factors",601,0.792773349968469,0.84940001782336,"neutral"
"MA1532.1",123,114,2946,2661,0.0435706695005314,0.0447585394581861,-0.0268980462961102,"NR1D2","Thyroid hormone receptor-related factors (NR1)",602,0.898397128988908,0.935134558055368,"neutral"
"MA0111.1",149,144,3269,3073,0.0477564102564103,0.0491635370433595,-0.0290389276063361,"Spz1","",603,0.863484168028091,0.907185462755719,"neutral"
"MA0716.1",130,141,2002,2110,0.0694444444444444,0.0716099542915185,-0.0307070183209976,"PRRX1","Paired-related HD factors",604,0.868336959338446,0.910615537883014,"neutral"
"MA0126.1",171,118,3007,2015,0.060296191819464,0.0622034791776489,-0.0311419856800089,"ovo","More than 3 adjacent zinc finger factors",605,0.859737737457721,0.906122584020684,"neutral"
"MA1544.1",157,214,2455,3243,0.0683202785030461,0.0706503796632552,-0.0335368570550071,"OVOL1","More than 3 adjacent zinc finger factors",606,0.814137357495746,0.866762205698893,"neutral"
"MA1641.1",143,153,2496,2582,0.0607734806629834,0.0629888843145327,-0.0358047508577182,"MYF5","MyoD / ASC-related factors",607,0.824306642166234,0.874264620479339,"neutral"
"MA1497.1",115,177,2324,3450,0.0520597555454957,0.0540788267644363,-0.0380505331295158,"HOXA6","HOX-related factors",608,0.815581587872566,0.867200675712602,"neutral"
"MA0519.1",179,215,2438,2827,0.0792386011509517,0.082312404287902,-0.0380582483585894,"Stat5a::Stat5b","STAT factors, STAT factors",609,0.77689748377517,0.835587562575087,"neutral"
"MA1542.1",183,146,3178,2444,0.06110183639399,0.0635335073977372,-0.0390255210077642,"OSR1","Other factors with up to three adjacent zinc fingers",610,0.791358997502007,0.848967506898705,"neutral"
"MA0707.1",133,153,2320,2571,0.0608139003200732,0.0632754342431762,-0.0396787826727116,"MNX1","HOX-related factors",611,0.806123893318906,0.860411779400103,"neutral"
"MA0874.1",79,157,1770,3380,0.0467179183914843,0.0487123797704003,-0.0418054199644291,"Arx","Paired-related HD factors",612,0.831440936522702,0.880719277022787,"neutral"
"MA1643.1",140,157,2889,3111,0.0509276100400146,0.0531482735274204,-0.0426804078129242,"NFIB","Nuclear factor 1",613,0.77853650924321,0.836279626297054,"neutral"
"MA1457.1",227,155,4055,2655,0.0592998955067921,0.062,-0.0445268411543968,"grh","Grainyhead-related factors",614,0.73531261157908,0.802159212631724,"neutral"
"MA0063.2",172,183,3219,3280,0.0564489661962586,0.0590894413948983,-0.0457152750404741,"NKX2-5","NK-related factors",615,0.732496184368074,0.801167701652581,"neutral"
"MA1615.1",320,187,5911,3306,0.0572348417098909,0.0599551138185316,-0.0464333454796564,"Plagl1","More than 3 adjacent zinc fingers",616,0.677194855609529,0.746757756685196,"neutral"
"MA0081.2",229,497,4017,8343,0.060454065469905,0.0633443793015549,-0.0467023500788599,"SPIB","Ets-related factors",617,0.620840802120428,0.698134235316144,"neutral"
"MA0627.2",193,108,4116,2202,0.0491970430792761,0.0515759312320917,-0.0472215929984044,"POU2F3","POU domain factors",618,0.761479233318073,0.822162668363987,"neutral"
"MA0870.1",98,108,2386,2513,0.0428321678321678,0.0449064449064449,-0.0472919184134748,"Sox1","SOX-related factors",619,0.804903150956646,0.860201840717026,"neutral"
"MA0813.1",145,211,2660,3699,0.0576540755467197,0.060493119266055,-0.0480686885604614,"TFAP2B(var.3)","AP-2",620,0.723068507172877,0.791887282953346,"neutral"
"MA0862.1",186,122,2832,1775,0.0702947845804989,0.073805202661827,-0.0487316178739321,"GMEB2","GMEB",621,0.751079271494874,0.814847634534407,"neutral"
"MA0773.1",114,145,2663,3227,0.0447234209493919,0.0470473718364698,-0.0506576825221332,"MEF2D","Regulators of differentiation",622,0.752764005236547,0.814847634534407,"neutral"
