HVAEP1_G000001	HVAEP1_T000001.1
HVAEP1_G021483	HVAEP1_T021483.1
HVAEP1_G021484	HVAEP1_T021484.1
HVAEP1_G021485	HVAEP1_T021485.1
HVAEP1_G021486	HVAEP1_T021486.1
HVAEP1_G021487	HVAEP1_T021487.1
HVAEP1_G021488	HVAEP1_T021488.1
HVAEP1_G021488	HVAEP1_T021488.2
HVAEP1_G021488	HVAEP1_T021488.3
HVAEP1_G021488	HVAEP1_T021488.4
HVAEP1_G021488	HVAEP1_T021488.5
HVAEP1_G021489	HVAEP1_T021489.1
HVAEP1_G021490	HVAEP1_T021490.1
HVAEP1_G021491	HVAEP1_T021491.1
HVAEP1_G021492	HVAEP1_T021492.1
HVAEP1_G021492	HVAEP1_T021492.2
HVAEP1_G021493	HVAEP1_T021493.1
HVAEP1_G021494	HVAEP1_T021494.1
HVAEP1_G021495	HVAEP1_T021495.1
HVAEP1_G021495	HVAEP1_T021495.2
HVAEP1_G021495	HVAEP1_T021495.3
HVAEP1_G021495	HVAEP1_T021495.4
HVAEP1_G021496	HVAEP1_T021496.1
HVAEP1_G021497	HVAEP1_T021497.1
HVAEP1_G021498	HVAEP1_T021498.1
HVAEP1_G021498	HVAEP1_T021498.2
HVAEP1_G021498	HVAEP1_T021498.3
HVAEP1_G021499	HVAEP1_T021499.1
HVAEP1_G021499	HVAEP1_T021499.2
HVAEP1_G021500	HVAEP1_T021500.1
HVAEP1_G021501	HVAEP1_T021501.1
HVAEP1_G021501	HVAEP1_T021501.2
HVAEP1_G021501	HVAEP1_T021501.3
HVAEP1_G021502	HVAEP1_T021502.1
HVAEP1_G021502	HVAEP1_T021502.2
HVAEP1_G021503	HVAEP1_T021503.1
HVAEP1_G021504	HVAEP1_T021504.1
HVAEP1_G021504	HVAEP1_T021504.2
HVAEP1_G021505	HVAEP1_T021505.1
HVAEP1_G021506	HVAEP1_T021506.1
HVAEP1_G021507	HVAEP1_T021507.1
HVAEP1_G021508	HVAEP1_T021508.1
HVAEP1_G021509	HVAEP1_T021509.1
HVAEP1_G021509	HVAEP1_T021509.2
HVAEP1_G021510	HVAEP1_T021510.1
HVAEP1_G021510	HVAEP1_T021510.2
HVAEP1_G021511	HVAEP1_T021511.1
HVAEP1_G021512	HVAEP1_T021512.1
HVAEP1_G021512	HVAEP1_T021512.2
HVAEP1_G021513	HVAEP1_T021513.1
HVAEP1_G021514	HVAEP1_T021514.1
HVAEP1_G021515	HVAEP1_T021515.1
HVAEP1_G021516	HVAEP1_T021516.1
HVAEP1_G021516	HVAEP1_T021516.2
HVAEP1_G021517	HVAEP1_T021517.1
HVAEP1_G021518	HVAEP1_T021518.1
HVAEP1_G021519	HVAEP1_T021519.1
HVAEP1_G021520	HVAEP1_T021520.1
HVAEP1_G021521	HVAEP1_T021521.1
HVAEP1_G021522	HVAEP1_T021522.1
HVAEP1_G021522	HVAEP1_T021522.2
HVAEP1_G021523	HVAEP1_T021523.1
HVAEP1_G021524	HVAEP1_T021524.1
HVAEP1_G021525	HVAEP1_T021525.1
HVAEP1_G021526	HVAEP1_T021526.1
HVAEP1_G021527	HVAEP1_T021527.1
HVAEP1_G021528	HVAEP1_T021528.1
HVAEP1_G021528	HVAEP1_T021528.2
HVAEP1_G021529	HVAEP1_T021529.1
HVAEP1_G021530	HVAEP1_T021530.1
HVAEP1_G021531	HVAEP1_T021531.1
HVAEP1_G021531	HVAEP1_T021531.2
HVAEP1_G021532	HVAEP1_T021532.1
HVAEP1_G021532	HVAEP1_T021532.2
HVAEP1_G021533	HVAEP1_T021533.1
HVAEP1_G021534	HVAEP1_T021534.1
HVAEP1_G021534	HVAEP1_T021534.2
HVAEP1_G021535	HVAEP1_T021535.1
HVAEP1_G021536	HVAEP1_T021536.1
HVAEP1_G021537	HVAEP1_T021537.1
HVAEP1_G021538	HVAEP1_T021538.1
HVAEP1_G021539	HVAEP1_T021539.1
HVAEP1_G021539	HVAEP1_T021539.2
HVAEP1_G021539	HVAEP1_T021539.3
HVAEP1_G021539	HVAEP1_T021539.4
HVAEP1_G021539	HVAEP1_T021539.5
HVAEP1_G021540	HVAEP1_T021540.1
HVAEP1_G021541	HVAEP1_T021541.1
HVAEP1_G021541	HVAEP1_T021541.2
HVAEP1_G021542	HVAEP1_T021542.1
HVAEP1_G021543	HVAEP1_T021543.1
HVAEP1_G021544	HVAEP1_T021544.1
HVAEP1_G021545	HVAEP1_T021545.1
HVAEP1_G021546	HVAEP1_T021546.1
HVAEP1_G021547	HVAEP1_T021547.1
HVAEP1_G021548	HVAEP1_T021548.1
HVAEP1_G021549	HVAEP1_T021549.1
HVAEP1_G021550	HVAEP1_T021550.1
HVAEP1_G021551	HVAEP1_T021551.1
HVAEP1_G021552	HVAEP1_T021552.1
HVAEP1_G021553	HVAEP1_T021553.1
HVAEP1_G021554	HVAEP1_T021554.1
HVAEP1_G021555	HVAEP1_T021555.1
HVAEP1_G021555	HVAEP1_T021555.2
HVAEP1_G021556	HVAEP1_T021556.1
HVAEP1_G021556	HVAEP1_T021556.2
HVAEP1_G021556	HVAEP1_T021556.3
HVAEP1_G021556	HVAEP1_T021556.4
HVAEP1_G021557	HVAEP1_T021557.1
HVAEP1_G021558	HVAEP1_T021558.1
HVAEP1_G021559	HVAEP1_T021559.1
HVAEP1_G021560	HVAEP1_T021560.1
HVAEP1_G021561	HVAEP1_T021561.1
HVAEP1_G021561	HVAEP1_T021561.2
HVAEP1_G021562	HVAEP1_T021562.1
HVAEP1_G021563	HVAEP1_T021563.1
HVAEP1_G021564	HVAEP1_T021564.1
HVAEP1_G021564	HVAEP1_T021564.2
HVAEP1_G021565	HVAEP1_T021565.1
HVAEP1_G021566	HVAEP1_T021566.1
HVAEP1_G021567	HVAEP1_T021567.1
HVAEP1_G021568	HVAEP1_T021568.1
HVAEP1_G021569	HVAEP1_T021569.1
HVAEP1_G021570	HVAEP1_T021570.1
HVAEP1_G021571	HVAEP1_T021571.1
HVAEP1_G021571	HVAEP1_T021571.2
HVAEP1_G021571	HVAEP1_T021571.3
HVAEP1_G021571	HVAEP1_T021571.4
HVAEP1_G021571	HVAEP1_T021571.5
HVAEP1_G021571	HVAEP1_T021571.6
HVAEP1_G021571	HVAEP1_T021571.7
HVAEP1_G021572	HVAEP1_T021572.1
HVAEP1_G021573	HVAEP1_T021573.1
HVAEP1_G021574	HVAEP1_T021574.1
HVAEP1_G021574	HVAEP1_T021574.2
HVAEP1_G021574	HVAEP1_T021574.3
HVAEP1_G021574	HVAEP1_T021574.4
HVAEP1_G021575	HVAEP1_T021575.1
HVAEP1_G021576	HVAEP1_T021576.1
HVAEP1_G021577	HVAEP1_T021577.1
HVAEP1_G021578	HVAEP1_T021578.1
HVAEP1_G021579	HVAEP1_T021579.1
HVAEP1_G021580	HVAEP1_T021580.1
HVAEP1_G021580	HVAEP1_T021580.2
HVAEP1_G021580	HVAEP1_T021580.3
HVAEP1_G021581	HVAEP1_T021581.1
HVAEP1_G021582	HVAEP1_T021582.1
HVAEP1_G021583	HVAEP1_T021583.1
HVAEP1_G021584	HVAEP1_T021584.1
HVAEP1_G021585	HVAEP1_T021585.1
HVAEP1_G021586	HVAEP1_T021586.1
HVAEP1_G021587	HVAEP1_T021587.1
HVAEP1_G021587	HVAEP1_T021587.2
HVAEP1_G021588	HVAEP1_T021588.1
HVAEP1_G021589	HVAEP1_T021589.1
HVAEP1_G021590	HVAEP1_T021590.1
HVAEP1_G021591	HVAEP1_T021591.1
HVAEP1_G021592	HVAEP1_T021592.1
HVAEP1_G021593	HVAEP1_T021593.1
HVAEP1_G021594	HVAEP1_T021594.1
HVAEP1_G021595	HVAEP1_T021595.1
HVAEP1_G021596	HVAEP1_T021596.1
HVAEP1_G021597	HVAEP1_T021597.1
HVAEP1_G021598	HVAEP1_T021598.1
HVAEP1_G021598	HVAEP1_T021598.2
HVAEP1_G021599	HVAEP1_T021599.1
HVAEP1_G021600	HVAEP1_T021600.1
HVAEP1_G021601	HVAEP1_T021601.1
HVAEP1_G021602	HVAEP1_T021602.1
HVAEP1_G021603	HVAEP1_T021603.1
HVAEP1_G021603	HVAEP1_T021603.2
HVAEP1_G021603	HVAEP1_T021603.3
HVAEP1_G021603	HVAEP1_T021603.4
HVAEP1_G021604	HVAEP1_T021604.1
HVAEP1_G021604	HVAEP1_T021604.2
HVAEP1_G021605	HVAEP1_T021605.1
HVAEP1_G021605	HVAEP1_T021605.2
HVAEP1_G021605	HVAEP1_T021605.3
HVAEP1_G021606	HVAEP1_T021606.1
HVAEP1_G021607	HVAEP1_T021607.1
HVAEP1_G021608	HVAEP1_T021608.1
HVAEP1_G021608	HVAEP1_T021608.2
HVAEP1_G021609	HVAEP1_T021609.1
HVAEP1_G021609	HVAEP1_T021609.2
HVAEP1_G021610	HVAEP1_T021610.1
HVAEP1_G021611	HVAEP1_T021611.1
HVAEP1_G021613	HVAEP1_T021613.1
HVAEP1_G021612	HVAEP1_T021612.1
HVAEP1_G021612	HVAEP1_T021612.2
HVAEP1_G021614	HVAEP1_T021614.1
HVAEP1_G021615	HVAEP1_T021615.1
HVAEP1_G021615	HVAEP1_T021615.2
HVAEP1_G021615	HVAEP1_T021615.3
HVAEP1_G021615	HVAEP1_T021615.4
HVAEP1_G021616	HVAEP1_T021616.1
HVAEP1_G021617	HVAEP1_T021617.1
HVAEP1_G021617	HVAEP1_T021617.2
HVAEP1_G021617	HVAEP1_T021617.3
HVAEP1_G021618	HVAEP1_T021618.1
HVAEP1_G021618	HVAEP1_T021618.2
HVAEP1_G021618	HVAEP1_T021618.3
HVAEP1_G021618	HVAEP1_T021618.4
HVAEP1_G021618	HVAEP1_T021618.5
HVAEP1_G021618	HVAEP1_T021618.6
HVAEP1_G021618	HVAEP1_T021618.7
HVAEP1_G021618	HVAEP1_T021618.8
HVAEP1_G021618	HVAEP1_T021618.9
HVAEP1_G021618	HVAEP1_T021618.10
HVAEP1_G021618	HVAEP1_T021618.11
HVAEP1_G021619	HVAEP1_T021619.1
HVAEP1_G021620	HVAEP1_T021620.1
HVAEP1_G021621	HVAEP1_T021621.1
HVAEP1_G021622	HVAEP1_T021622.1
HVAEP1_G021623	HVAEP1_T021623.1
HVAEP1_G021624	HVAEP1_T021624.1
HVAEP1_G021625	HVAEP1_T021625.1
HVAEP1_G021626	HVAEP1_T021626.1
HVAEP1_G021627	HVAEP1_T021627.1
HVAEP1_G021628	HVAEP1_T021628.1
HVAEP1_G021629	HVAEP1_T021629.1
HVAEP1_G021630	HVAEP1_T021630.1
HVAEP1_G021631	HVAEP1_T021631.1
HVAEP1_G021632	HVAEP1_T021632.1
HVAEP1_G021633	HVAEP1_T021633.1
HVAEP1_G021633	HVAEP1_T021633.2
HVAEP1_G021633	HVAEP1_T021633.3
HVAEP1_G021633	HVAEP1_T021633.4
HVAEP1_G021633	HVAEP1_T021633.5
HVAEP1_G021633	HVAEP1_T021633.6
HVAEP1_G021634	HVAEP1_T021634.1
HVAEP1_G021635	HVAEP1_T021635.1
HVAEP1_G021636	HVAEP1_T021636.1
HVAEP1_G021637	HVAEP1_T021637.1
HVAEP1_G021638	HVAEP1_T021638.1
HVAEP1_G021638	HVAEP1_T021638.2
HVAEP1_G021639	HVAEP1_T021639.1
HVAEP1_G021640	HVAEP1_T021640.1
HVAEP1_G021641	HVAEP1_T021641.1
HVAEP1_G021642	HVAEP1_T021642.1
HVAEP1_G021643	HVAEP1_T021643.1
HVAEP1_G021644	HVAEP1_T021644.1
HVAEP1_G021644	HVAEP1_T021644.2
HVAEP1_G021645	HVAEP1_T021645.1
HVAEP1_G021646	HVAEP1_T021646.1
HVAEP1_G021647	HVAEP1_T021647.1
HVAEP1_G021647	HVAEP1_T021647.2
HVAEP1_G021647	HVAEP1_T021647.3
HVAEP1_G021647	HVAEP1_T021647.4
HVAEP1_G021648	HVAEP1_T021648.1
HVAEP1_G021649	HVAEP1_T021649.1
HVAEP1_G021650	HVAEP1_T021650.1
HVAEP1_G021651	HVAEP1_T021651.1
HVAEP1_G021651	HVAEP1_T021651.2
HVAEP1_G021651	HVAEP1_T021651.3
HVAEP1_G021652	HVAEP1_T021652.1
HVAEP1_G021652	HVAEP1_T021652.2
HVAEP1_G021653	HVAEP1_T021653.1
HVAEP1_G021653	HVAEP1_T021653.2
HVAEP1_G021653	HVAEP1_T021653.3
HVAEP1_G021654	HVAEP1_T021654.1
HVAEP1_G021655	HVAEP1_T021655.1
HVAEP1_G021655	HVAEP1_T021655.2
HVAEP1_G021656	HVAEP1_T021656.1
HVAEP1_G021657	HVAEP1_T021657.1
HVAEP1_G021658	HVAEP1_T021658.1
HVAEP1_G021659	HVAEP1_T021659.1
HVAEP1_G021660	HVAEP1_T021660.1
HVAEP1_G021661	HVAEP1_T021661.1
HVAEP1_G021662	HVAEP1_T021662.1
HVAEP1_G021662	HVAEP1_T021662.2
HVAEP1_G021663	HVAEP1_T021663.1
HVAEP1_G021664	HVAEP1_T021664.1
HVAEP1_G021665	HVAEP1_T021665.1
HVAEP1_G021666	HVAEP1_T021666.1
HVAEP1_G021666	HVAEP1_T021666.2
HVAEP1_G021666	HVAEP1_T021666.3
HVAEP1_G021666	HVAEP1_T021666.4
HVAEP1_G021667	HVAEP1_T021667.1
HVAEP1_G021667	HVAEP1_T021667.2
HVAEP1_G021668	HVAEP1_T021668.1
HVAEP1_G021668	HVAEP1_T021668.2
HVAEP1_G021668	HVAEP1_T021668.3
HVAEP1_G021669	HVAEP1_T021669.1
HVAEP1_G021669	HVAEP1_T021669.2
HVAEP1_G021669	HVAEP1_T021669.3
HVAEP1_G021669	HVAEP1_T021669.4
HVAEP1_G021670	HVAEP1_T021670.1
HVAEP1_G021670	HVAEP1_T021670.2
HVAEP1_G021671	HVAEP1_T021671.1
HVAEP1_G021671	HVAEP1_T021671.2
HVAEP1_G021671	HVAEP1_T021671.3
HVAEP1_G021672	HVAEP1_T021672.1
HVAEP1_G021673	HVAEP1_T021673.1
HVAEP1_G021674	HVAEP1_T021674.1
HVAEP1_G021675	HVAEP1_T021675.1
HVAEP1_G021676	HVAEP1_T021676.1
HVAEP1_G021677	HVAEP1_T021677.1
HVAEP1_G021678	HVAEP1_T021678.1
HVAEP1_G021679	HVAEP1_T021679.1
HVAEP1_G021680	HVAEP1_T021680.1
HVAEP1_G021681	HVAEP1_T021681.1
HVAEP1_G021682	HVAEP1_T021682.1
HVAEP1_G021683	HVAEP1_T021683.1
HVAEP1_G021684	HVAEP1_T021684.1
HVAEP1_G021685	HVAEP1_T021685.1
HVAEP1_G021685	HVAEP1_T021685.2
HVAEP1_G021685	HVAEP1_T021685.3
HVAEP1_G021686	HVAEP1_T021686.1
HVAEP1_G021687	HVAEP1_T021687.1
HVAEP1_G021688	HVAEP1_T021688.1
HVAEP1_G021689	HVAEP1_T021689.1
HVAEP1_G021689	HVAEP1_T021689.2
HVAEP1_G021690	HVAEP1_T021690.1
HVAEP1_G021691	HVAEP1_T021691.1
HVAEP1_G021692	HVAEP1_T021692.1
HVAEP1_G021693	HVAEP1_T021693.1
HVAEP1_G021694	HVAEP1_T021694.1
HVAEP1_G021695	HVAEP1_T021695.1
HVAEP1_G021696	HVAEP1_T021696.1
HVAEP1_G021697	HVAEP1_T021697.1
HVAEP1_G021698	HVAEP1_T021698.1
HVAEP1_G021699	HVAEP1_T021699.1
HVAEP1_G021700	HVAEP1_T021700.1
HVAEP1_G021701	HVAEP1_T021701.1
HVAEP1_G021702	HVAEP1_T021702.1
HVAEP1_G021702	HVAEP1_T021702.2
HVAEP1_G021702	HVAEP1_T021702.3
HVAEP1_G021703	HVAEP1_T021703.1
HVAEP1_G021704	HVAEP1_T021704.1
HVAEP1_G021705	HVAEP1_T021705.1
HVAEP1_G021706	HVAEP1_T021706.1
HVAEP1_G021707	HVAEP1_T021707.1
HVAEP1_G021707	HVAEP1_T021707.2
HVAEP1_G021708	HVAEP1_T021708.1
HVAEP1_G021708	HVAEP1_T021708.2
HVAEP1_G021709	HVAEP1_T021709.1
HVAEP1_G021710	HVAEP1_T021710.1
HVAEP1_G021711	HVAEP1_T021711.1
HVAEP1_G021712	HVAEP1_T021712.1
HVAEP1_G021712	HVAEP1_T021712.2
HVAEP1_G021712	HVAEP1_T021712.3
HVAEP1_G021713	HVAEP1_T021713.1
HVAEP1_G021713	HVAEP1_T021713.2
HVAEP1_G021714	HVAEP1_T021714.1
HVAEP1_G021715	HVAEP1_T021715.1
HVAEP1_G021716	HVAEP1_T021716.1
HVAEP1_G021717	HVAEP1_T021717.1
HVAEP1_G021717	HVAEP1_T021717.2
HVAEP1_G021718	HVAEP1_T021718.1
HVAEP1_G021719	HVAEP1_T021719.1
HVAEP1_G021720	HVAEP1_T021720.1
HVAEP1_G021721	HVAEP1_T021721.1
HVAEP1_G021722	HVAEP1_T021722.1
HVAEP1_G021722	HVAEP1_T021722.2
HVAEP1_G021723	HVAEP1_T021723.1
HVAEP1_G021723	HVAEP1_T021723.2
HVAEP1_G021723	HVAEP1_T021723.3
HVAEP1_G021724	HVAEP1_T021724.1
HVAEP1_G021725	HVAEP1_T021725.1
HVAEP1_G021726	HVAEP1_T021726.1
HVAEP1_G021727	HVAEP1_T021727.1
HVAEP1_G021727	HVAEP1_T021727.2
HVAEP1_G021728	HVAEP1_T021728.1
HVAEP1_G021728	HVAEP1_T021728.2
HVAEP1_G021729	HVAEP1_T021729.1
HVAEP1_G021730	HVAEP1_T021730.1
HVAEP1_G021731	HVAEP1_T021731.1
HVAEP1_G021731	HVAEP1_T021731.2
HVAEP1_G021731	HVAEP1_T021731.3
HVAEP1_G021732	HVAEP1_T021732.1
HVAEP1_G021732	HVAEP1_T021732.2
HVAEP1_G021732	HVAEP1_T021732.3
HVAEP1_G021732	HVAEP1_T021732.4
HVAEP1_G021732	HVAEP1_T021732.5
HVAEP1_G021732	HVAEP1_T021732.6
HVAEP1_G021732	HVAEP1_T021732.7
HVAEP1_G021732	HVAEP1_T021732.8
HVAEP1_G021733	HVAEP1_T021733.1
HVAEP1_G021734	HVAEP1_T021734.1
HVAEP1_G021735	HVAEP1_T021735.1
HVAEP1_G021736	HVAEP1_T021736.1
HVAEP1_G021736	HVAEP1_T021736.2
HVAEP1_G021737	HVAEP1_T021737.1
HVAEP1_G021738	HVAEP1_T021738.1
HVAEP1_G021739	HVAEP1_T021739.1
HVAEP1_G021740	HVAEP1_T021740.1
HVAEP1_G021741	HVAEP1_T021741.1
HVAEP1_G021742	HVAEP1_T021742.1
HVAEP1_G021743	HVAEP1_T021743.1
HVAEP1_G021744	HVAEP1_T021744.1
HVAEP1_G021745	HVAEP1_T021745.1
HVAEP1_G021746	HVAEP1_T021746.1
HVAEP1_G021746	HVAEP1_T021746.2
HVAEP1_G021747	HVAEP1_T021747.1
HVAEP1_G021748	HVAEP1_T021748.1
HVAEP1_G021749	HVAEP1_T021749.1
HVAEP1_G021750	HVAEP1_T021750.1
HVAEP1_G021751	HVAEP1_T021751.1
HVAEP1_G021751	HVAEP1_T021751.2
HVAEP1_G021751	HVAEP1_T021751.3
HVAEP1_G021751	HVAEP1_T021751.4
HVAEP1_G021751	HVAEP1_T021751.5
HVAEP1_G021752	HVAEP1_T021752.1
HVAEP1_G021753	HVAEP1_T021753.1
HVAEP1_G021754	HVAEP1_T021754.1
HVAEP1_G021755	HVAEP1_T021755.1
HVAEP1_G021756	HVAEP1_T021756.1
HVAEP1_G021757	HVAEP1_T021757.1
HVAEP1_G021758	HVAEP1_T021758.1
HVAEP1_G021759	HVAEP1_T021759.1
HVAEP1_G021760	HVAEP1_T021760.1
HVAEP1_G021761	HVAEP1_T021761.1
HVAEP1_G021762	HVAEP1_T021762.1
HVAEP1_G021763	HVAEP1_T021763.1
HVAEP1_G021763	HVAEP1_T021763.2
HVAEP1_G021763	HVAEP1_T021763.3
HVAEP1_G021764	HVAEP1_T021764.1
HVAEP1_G021765	HVAEP1_T021765.1
HVAEP1_G021766	HVAEP1_T021766.1
HVAEP1_G021767	HVAEP1_T021767.1
HVAEP1_G021768	HVAEP1_T021768.1
HVAEP1_G021769	HVAEP1_T021769.1
HVAEP1_G021770	HVAEP1_T021770.1
HVAEP1_G021771	HVAEP1_T021771.1
HVAEP1_G021772	HVAEP1_T021772.1
HVAEP1_G021772	HVAEP1_T021772.2
HVAEP1_G021773	HVAEP1_T021773.1
HVAEP1_G021774	HVAEP1_T021774.1
HVAEP1_G021775	HVAEP1_T021775.1
HVAEP1_G021776	HVAEP1_T021776.1
HVAEP1_G021777	HVAEP1_T021777.1
HVAEP1_G021778	HVAEP1_T021778.1
HVAEP1_G021779	HVAEP1_T021779.1
HVAEP1_G021780	HVAEP1_T021780.1
HVAEP1_G021781	HVAEP1_T021781.1
HVAEP1_G021782	HVAEP1_T021782.1
HVAEP1_G021783	HVAEP1_T021783.1
HVAEP1_G021784	HVAEP1_T021784.1
HVAEP1_G021785	HVAEP1_T021785.1
HVAEP1_G021786	HVAEP1_T021786.1
HVAEP1_G021787	HVAEP1_T021787.1
HVAEP1_G021788	HVAEP1_T021788.1
HVAEP1_G021788	HVAEP1_T021788.2
HVAEP1_G021789	HVAEP1_T021789.1
HVAEP1_G021790	HVAEP1_T021790.1
HVAEP1_G021790	HVAEP1_T021790.2
HVAEP1_G021791	HVAEP1_T021791.1
HVAEP1_G021791	HVAEP1_T021791.2
HVAEP1_G021791	HVAEP1_T021791.3
HVAEP1_G021791	HVAEP1_T021791.4
HVAEP1_G021792	HVAEP1_T021792.1
HVAEP1_G021793	HVAEP1_T021793.1
HVAEP1_G021793	HVAEP1_T021793.2
HVAEP1_G021793	HVAEP1_T021793.3
HVAEP1_G021793	HVAEP1_T021793.4
HVAEP1_G021793	HVAEP1_T021793.5
HVAEP1_G021793	HVAEP1_T021793.6
HVAEP1_G021794	HVAEP1_T021794.1
HVAEP1_G021795	HVAEP1_T021795.1
HVAEP1_G021796	HVAEP1_T021796.1
HVAEP1_G021797	HVAEP1_T021797.1
HVAEP1_G021798	HVAEP1_T021798.1
HVAEP1_G021799	HVAEP1_T021799.1
HVAEP1_G021800	HVAEP1_T021800.1
HVAEP1_G021800	HVAEP1_T021800.2
HVAEP1_G021801	HVAEP1_T021801.1
HVAEP1_G021801	HVAEP1_T021801.2
HVAEP1_G021802	HVAEP1_T021802.1
HVAEP1_G021803	HVAEP1_T021803.1
HVAEP1_G021803	HVAEP1_T021803.2
HVAEP1_G021803	HVAEP1_T021803.3
HVAEP1_G021804	HVAEP1_T021804.1
HVAEP1_G021805	HVAEP1_T021805.1
HVAEP1_G021806	HVAEP1_T021806.1
HVAEP1_G021806	HVAEP1_T021806.2
HVAEP1_G021807	HVAEP1_T021807.1
HVAEP1_G021807	HVAEP1_T021807.2
HVAEP1_G021808	HVAEP1_T021808.1
HVAEP1_G021808	HVAEP1_T021808.2
HVAEP1_G021809	HVAEP1_T021809.1
HVAEP1_G021810	HVAEP1_T021810.1
HVAEP1_G021811	HVAEP1_T021811.1
HVAEP1_G021812	HVAEP1_T021812.1
HVAEP1_G021813	HVAEP1_T021813.1
HVAEP1_G021814	HVAEP1_T021814.1
HVAEP1_G021815	HVAEP1_T021815.1
HVAEP1_G021815	HVAEP1_T021815.2
HVAEP1_G021816	HVAEP1_T021816.1
HVAEP1_G021816	HVAEP1_T021816.2
HVAEP1_G021817	HVAEP1_T021817.1
HVAEP1_G021817	HVAEP1_T021817.2
HVAEP1_G021818	HVAEP1_T021818.1
HVAEP1_G021819	HVAEP1_T021819.1
HVAEP1_G021820	HVAEP1_T021820.1
HVAEP1_G021821	HVAEP1_T021821.1
HVAEP1_G021822	HVAEP1_T021822.1
HVAEP1_G021823	HVAEP1_T021823.1
HVAEP1_G021824	HVAEP1_T021824.1
HVAEP1_G021825	HVAEP1_T021825.1
HVAEP1_G021826	HVAEP1_T021826.1
HVAEP1_G021827	HVAEP1_T021827.1
HVAEP1_G021828	HVAEP1_T021828.1
HVAEP1_G021829	HVAEP1_T021829.1
HVAEP1_G021829	HVAEP1_T021829.2
HVAEP1_G021829	HVAEP1_T021829.3
HVAEP1_G021829	HVAEP1_T021829.4
HVAEP1_G021829	HVAEP1_T021829.5
HVAEP1_G021829	HVAEP1_T021829.6
HVAEP1_G021829	HVAEP1_T021829.7
HVAEP1_G021830	HVAEP1_T021830.1
HVAEP1_G021830	HVAEP1_T021830.2
HVAEP1_G021831	HVAEP1_T021831.1
HVAEP1_G021832	HVAEP1_T021832.1
HVAEP1_G021833	HVAEP1_T021833.1
HVAEP1_G021834	HVAEP1_T021834.1
HVAEP1_G021834	HVAEP1_T021834.2
HVAEP1_G021835	HVAEP1_T021835.1
HVAEP1_G021836	HVAEP1_T021836.1
HVAEP1_G021837	HVAEP1_T021837.1
HVAEP1_G021838	HVAEP1_T021838.1
HVAEP1_G021839	HVAEP1_T021839.1
HVAEP1_G021840	HVAEP1_T021840.1
HVAEP1_G021841	HVAEP1_T021841.1
HVAEP1_G021842	HVAEP1_T021842.1
HVAEP1_G021843	HVAEP1_T021843.1
HVAEP1_G021844	HVAEP1_T021844.1
HVAEP1_G021844	HVAEP1_T021844.2
HVAEP1_G021844	HVAEP1_T021844.3
HVAEP1_G021844	HVAEP1_T021844.4
HVAEP1_G021845	HVAEP1_T021845.1
HVAEP1_G021846	HVAEP1_T021846.1
HVAEP1_G021847	HVAEP1_T021847.1
HVAEP1_G021848	HVAEP1_T021848.1
HVAEP1_G021849	HVAEP1_T021849.1
HVAEP1_G021850	HVAEP1_T021850.1
HVAEP1_G021851	HVAEP1_T021851.1
HVAEP1_G021851	HVAEP1_T021851.2
HVAEP1_G021852	HVAEP1_T021852.1
HVAEP1_G021852	HVAEP1_T021852.2
HVAEP1_G021852	HVAEP1_T021852.3
HVAEP1_G021852	HVAEP1_T021852.4
HVAEP1_G021853	HVAEP1_T021853.1
HVAEP1_G021854	HVAEP1_T021854.1
HVAEP1_G021855	HVAEP1_T021855.1
HVAEP1_G021856	HVAEP1_T021856.1
HVAEP1_G021857	HVAEP1_T021857.1
HVAEP1_G021858	HVAEP1_T021858.1
HVAEP1_G021858	HVAEP1_T021858.2
HVAEP1_G021859	HVAEP1_T021859.1
HVAEP1_G021860	HVAEP1_T021860.1
HVAEP1_G021861	HVAEP1_T021861.1
HVAEP1_G021861	HVAEP1_T021861.2
HVAEP1_G021861	HVAEP1_T021861.3
HVAEP1_G021862	HVAEP1_T021862.1
HVAEP1_G021862	HVAEP1_T021862.2
HVAEP1_G021863	HVAEP1_T021863.1
HVAEP1_G021864	HVAEP1_T021864.1
HVAEP1_G021865	HVAEP1_T021865.1
HVAEP1_G021866	HVAEP1_T021866.1
HVAEP1_G021866	HVAEP1_T021866.2
HVAEP1_G021867	HVAEP1_T021867.1
HVAEP1_G021868	HVAEP1_T021868.1
HVAEP1_G021869	HVAEP1_T021869.1
HVAEP1_G021869	HVAEP1_T021869.2
HVAEP1_G021870	HVAEP1_T021870.1
HVAEP1_G021871	HVAEP1_T021871.1
HVAEP1_G021872	HVAEP1_T021872.1
HVAEP1_G021873	HVAEP1_T021873.1
HVAEP1_G021874	HVAEP1_T021874.1
HVAEP1_G021875	HVAEP1_T021875.1
HVAEP1_G021876	HVAEP1_T021876.1
HVAEP1_G021877	HVAEP1_T021877.1
HVAEP1_G021878	HVAEP1_T021878.1
HVAEP1_G021879	HVAEP1_T021879.1
HVAEP1_G021880	HVAEP1_T021880.1
HVAEP1_G021881	HVAEP1_T021881.1
HVAEP1_G021881	HVAEP1_T021881.2
HVAEP1_G021882	HVAEP1_T021882.1
HVAEP1_G021883	HVAEP1_T021883.1
HVAEP1_G021884	HVAEP1_T021884.1
HVAEP1_G021885	HVAEP1_T021885.1
HVAEP1_G021886	HVAEP1_T021886.1
HVAEP1_G021887	HVAEP1_T021887.1
